text	Joy	Fear	Anger	Sadness	Surprise
дуже сподобалася;) але 7 днів для хачапурі, хінкалі, то забагато)	1	0	0	0	0
найгірше то одіти чисту постіль, коли ВЖЕ хочеться спати...))	1	0	0	0	0
З Днем народження, Друже !	1	0	0	0	0
Ну і як не ропостити такі чудові моменти?	1	0	0	0	0
Щоки горять, як радіатори! )))	1	0	0	0	0
надіюсь вона буде довго тобі служити і нагадувати про таку значну подію в житті!	1	0	0	0	0
потрібно не підпускати осінь, а радіти літечку))	1	0	0	0	0
Так це ж прекрасно! а на канал я підписана, до речі )	1	0	0	0	0
Віта виграла орео. чує моє серце, я скоро буду сидіти в неї вдома)0))0)0)0	1	0	0	0	0
ААААААААААА!Мені сьогодні таке ЩАСТЯ привалило!	1	0	0	0	0
і швець, і жнець, і на дуді грець)	1	0	0	0	0
Посиділи вчора з Михальським вперше за 2 роки)	1	0	0	0	0
заварила пакетик полуничного чаю, який влітку стирила в готелі в будапешті, і він такиииииий смачний.  і пахне просто казково!	1	0	0	0	0
Та просто сходила в перукарню, вирівняла -2 см, але довольна	1	0	0	0	0
А потім зрозуміла, що закохалася.	1	0	0	0	0
дякую за те,що витягнув на таку кльову прогулнку (давно я так від душі не бродила вулицями міста ) і за кльову кав’ярню	1	0	0	0	0
Бо я прокинулась, глянула в дзеркало і злякалась.	0	1	0	0	0
мене взагалі всі гормональні штуки лякають)	0	1	0	0	0
пінгвінів завтикала в кінотеатрі і чекала в файній якості (вже є?), училку не цеє шось. а смерфи мене лякають. а шо за 3 метри гляну	0	1	0	0	0
та да) я б на його місці сама боялась)	0	1	0	0	0
я мільйонера не бачила, бо шось боялась шо не заціню	0	1	0	0	0
болить шия. поплатилась за активне махання головою. ой що буде зранку. мені вже страшно)	0	1	0	0	0
тепер дитина не спить ночами,боїться,чекає кінця світу. хештег ебвм	0	1	0	0	0
дали. тепер у мене паніка.	0	1	0	0	0
я панічно боюся не зрозуміти чогось зараз. чогось, що колись покажеться мені очевидним. я боюсь, що зрозумію це запізно	0	1	0	0	0
Коли ти спиш і кіт на тебе лягає і засипає, і ти боїшся поворухнутись, щоб він не втік.	0	1	0	0	0
не знаю, що може бути страшніше за перші обкладинки в нора-друк)	0	1	0	0	0
					
Вже боюсь що в мене якесь ітінг дезордер(	0	1	0	0	0
та я безглуздо жую кусок сирного пляцка і боюсь згорнути вікно твітора. а серце вже походу розганяється. зараз проломить грудну клітку	0	1	0	0	0
тваю дівізію.в мене перший повноцінний робочий день за три місяці. може то не йти? бо я боюсь вже))	0	1	0	0	0
нє. я її твіттер боюсь читати, бо вона про книжки пише.	0	1	0	0	0
боюся слухати новий альбом анни. його ще нема. а я вже боюся. змія. срібна. і фотки з кліпу такі якісь стрьомні. буе.	0	1	0	0	0
